user_interest,current_season,user_region_pref,limited_time,site_region,site_category,historical_period,site_popularity,label
Quick Stop,Autumn,Central Bosnia,0,Sarajevo Region,other heritage/leisure,Ottoman/Austro-Hungarian,3,1
Nature,Summer,Any,1,Northern Bosnia,religious,Modern,1,1
History,Winter,Herzegovina,0,Northern Bosnia,fortress,Medieval/Ottoman,1,0
Nature,Autumn,Sarajevo Region,0,Northern Bosnia,fortress,Medieval,1,0
Quick Stop,Winter,Central Bosnia,0,Central Bosnia,religious,Ottoman,2,0
Quick Stop,Summer,Herzegovina,0,Sarajevo Region,monument,Medieval/Modern,2,1
Quick Stop,Autumn,Sarajevo Region,1,Herzegovina,nature,Ancient,2,1
Quick Stop,Winter,Northern Bosnia,0,Central Bosnia,monument,Ottoman,2,1
Nature,Spring,Central Bosnia,1,Herzegovina,monument,Roman,2,1
Mystery,Spring,Any,1,Central Bosnia,museum,Yugoslavia,2,1
Nature,Summer,Sarajevo Region,1,Herzegovina,religious,Austro-Hungarian,2,1
Nature,Autumn,Herzegovina,0,Central Bosnia,nature,Modern,2,1
Nature,Winter,Any,0,Sarajevo Region,religious,Ottoman,2,1
Nature,Spring,Any,0,Central Bosnia,religious,Ottoman,1,1
Nature,Summer,Eastern Bosnia,0,Sarajevo Region,museum,Ottoman,2,0
Nature,Spring,Any,1,Northern Bosnia,nature,Unknown,2,1
Mystery,Summer,Central Bosnia,0,Central Bosnia,religious,Ottoman,1,1
Nature,Spring,Krajina,0,Krajina,nature,Geological,2,1
History,Winter,Sarajevo Region,0,Central Bosnia,monument,Medieval,1,0
Nature,Spring,Central Bosnia,1,Herzegovina,monument,Roman,2,1
History,Spring,Any,0,Herzegovina,monument,Ottoman,1,1
Quick Stop,Winter,Any,1,Central Bosnia,museum,Yugoslavia,2,1
Nature,Autumn,Herzegovina,1,Herzegovina,hidden gem,Ottoman,1,0
Quick Stop,Spring,Krajina,1,Herzegovina,nature,Geological,3,0
Nature,Summer,Any,0,Krajina,nature,Geological,2,1
Quick Stop,Summer,Any,1,Central Bosnia,fortress,14th century,2,0
Nature,Spring,Krajina,0,Sarajevo Region,fortress,Ottoman,3,1
Mystery,Winter,Any,0,Northern Bosnia,religious,Ottoman,2,1
History,Autumn,Northern Bosnia,0,Sarajevo Region,archaeological,Ottoman,2,1
History,Spring,Sarajevo Region,0,Herzegovina,religious,Ottoman,3,0
Culture & Urban,Autumn,Any,0,Herzegovina,monument,Ottoman,1,0
Quick Stop,Autumn,Herzegovina,0,Northern Bosnia,monument,Ottoman/Austro-Hungarian,1,1
Nature,Summer,Any,0,Krajina,nature,Unknown,3,1
Mystery,Spring,Central Bosnia,1,Northern Bosnia,monument,Ottoman,2,1
History,Winter,Any,0,Northern Bosnia,fortress,Medieval/Ottoman,1,0
History,Summer,Any,0,Central Bosnia,nature,21st century,3,1
History,Winter,Eastern Bosnia,0,Northern Bosnia,religious,Ottoman,2,0
Culture & Urban,Autumn,Northern Bosnia,0,Central Bosnia,nature,Modern,2,0
Quick Stop,Spring,Sarajevo Region,1,Northern Bosnia,fortress,Ottoman,2,1
Quick Stop,Winter,Krajina,0,Krajina,nature,Unknown,2,0
History,Summer,Herzegovina,0,Central Bosnia,nature,Ancient,2,0
Nature,Autumn,Any,0,Central Bosnia,fortress,Medieval/Ottoman,1,1
Nature,Winter,Sarajevo Region,0,Krajina,fortress,Medieval/Austro-Hungarian,2,0
Quick Stop,Autumn,Northern Bosnia,0,Northern Bosnia,traditional village,Modern/Traditional,3,1
Culture & Urban,Winter,Herzegovina,1,Eastern Bosnia,religious,Modern,2,1
History,Summer,Krajina,1,Herzegovina,fortress,Medieval/Ottoman,3,1
Nature,Winter,Central Bosnia,1,Herzegovina,religious,15th century,3,1
Quick Stop,Winter,Eastern Bosnia,1,Northern Bosnia,monument,Ottoman/Austro-Hungarian,1,1
Nature,Autumn,Sarajevo Region,1,Herzegovina,nature,Prehistoric,2,0
Quick Stop,Winter,Any,0,Northern Bosnia,religious,Ottoman,3,1
Nature,Summer,Eastern Bosnia,0,Krajina,religious,Gothic/Ottoman,2,0
Culture & Urban,Spring,Central Bosnia,1,Central Bosnia,nature,Modern,3,1
Quick Stop,Spring,Sarajevo Region,0,Northern Bosnia,fortress,Medieval/Ottoman,1,1
Quick Stop,Winter,Northern Bosnia,1,Central Bosnia,nature,Modern,2,0
Mystery,Summer,Eastern Bosnia,1,Northern Bosnia,urban heritage,Ottoman,2,1
Culture & Urban,Summer,Any,0,Central Bosnia,nature,Geological,2,1
Quick Stop,Summer,Herzegovina,0,Northern Bosnia,fortress,Ottoman,2,1
Quick Stop,Winter,Any,0,Central Bosnia,traditional village,Unknown,2,0
Mystery,Winter,Sarajevo Region,1,Central Bosnia,religious,Ottoman,1,1
History,Spring,Central Bosnia,1,Central Bosnia,fortress,Medieval/Ottoman,3,1
Mystery,Spring,Herzegovina,0,Central Bosnia,nature,Modern,2,0
History,Autumn,Northern Bosnia,1,Herzegovina,museum,Yugoslavia,2,1
Nature,Spring,Herzegovina,0,Northern Bosnia,monument,Ottoman/Austro-Hungarian,1,0
History,Summer,Eastern Bosnia,1,Northern Bosnia,fortress,Ottoman,2,1
Nature,Summer,Eastern Bosnia,0,Central Bosnia,fortress,Medieval,2,0
Quick Stop,Summer,Central Bosnia,1,Central Bosnia,nature,Modern/Ethno,2,0
Culture & Urban,Winter,Herzegovina,0,Herzegovina,religious,Medieval/Ottoman,2,1
Mystery,Autumn,Northern Bosnia,1,Herzegovina,monument,Yugoslavia,2,0
Nature,Winter,Krajina,0,Herzegovina,religious,Ottoman,1,1
Quick Stop,Autumn,Any,0,Sarajevo Region,museum,Austro-Hungarian,2,1
Mystery,Winter,Any,1,Herzegovina,hidden gem,Ottoman,1,1
History,Summer,Any,1,Krajina,nature,Modern,3,0
Culture & Urban,Winter,Any,0,Herzegovina,nature,Ancient,2,0
History,Autumn,Any,1,Herzegovina,museum,Modern,2,1
History,Winter,Krajina,0,Central Bosnia,fortress,Ottoman,1,0
History,Summer,Any,0,Central Bosnia,monument,Medieval/Modern,2,1
Nature,Summer,Sarajevo Region,0,Central Bosnia,fortress,Medieval/Ottoman,1,1
Mystery,Summer,Any,0,Central Bosnia,hidden gem,Modern,1,1
History,Winter,Herzegovina,1,Sarajevo Region,other heritage/leisure,Ottoman/Austro-Hungarian,3,1
Mystery,Summer,Any,0,Central Bosnia,nature,Modern,3,1
Culture & Urban,Summer,Any,0,Central Bosnia,hidden gem,Modern,1,1
History,Winter,Krajina,0,Central Bosnia,monument,Yugoslavia,1,1
Culture & Urban,Autumn,Northern Bosnia,0,Sarajevo Region,museum,Modern,3,1
Mystery,Summer,Herzegovina,1,Central Bosnia,nature,Modern,3,0
Mystery,Autumn,Any,1,Northern Bosnia,monument,Ottoman/Austro-Hungarian,1,1
Mystery,Winter,Northern Bosnia,1,Central Bosnia,fortress,Medieval/Ottoman,1,0
History,Winter,Herzegovina,1,Herzegovina,nature,Modern,1,1
Mystery,Spring,Eastern Bosnia,1,Central Bosnia,monument,Medieval,1,0
Nature,Spring,Any,0,Central Bosnia,nature,Medieval/Modern,2,1
Quick Stop,Summer,Any,1,Northern Bosnia,religious,Austro-Hungarian,1,1
Culture & Urban,Summer,Eastern Bosnia,0,Sarajevo Region,museum,Ottoman,3,0
Culture & Urban,Spring,Krajina,1,Northern Bosnia,fortress,Medieval/Ottoman,1,0
Nature,Winter,Northern Bosnia,1,Herzegovina,fortress,Medieval/Ottoman,3,0
Nature,Spring,Any,1,Central Bosnia,religious,Austro-Hungarian/Modern,2,1
Culture & Urban,Winter,Krajina,1,Central Bosnia,nature,Modern,3,1
Culture & Urban,Summer,Any,1,Sarajevo Region,religious,Ottoman,2,1
History,Autumn,Sarajevo Region,0,Herzegovina,fortress,Medieval,2,1
Mystery,Autumn,Sarajevo Region,0,Central Bosnia,religious,Medieval,3,0
Mystery,Autumn,Any,1,Krajina,fortress,Medieval/Ottoman,2,1
History,Summer,Eastern Bosnia,1,Herzegovina,archaeological,14th century,3,1
Nature,Autumn,Eastern Bosnia,1,Herzegovina,museum,Yugoslavia,2,0
Quick Stop,Autumn,Any,0,Northern Bosnia,museum,Modern,2,1
History,Winter,Krajina,0,Herzegovina,fortress,Medieval/Ottoman,2,1
History,Spring,Any,1,Central Bosnia,monument,Roman,2,1
Quick Stop,Spring,Herzegovina,0,Herzegovina,monument,Medieval,1,1
Nature,Summer,Any,1,Eastern Bosnia,monument,Ottoman,1,1
Mystery,Spring,Any,1,Central Bosnia,museum,Medieval/Modern,1,1
History,Spring,Any,0,Northern Bosnia,archaeological,Roman,1,1
History,Spring,Herzegovina,1,Krajina,religious,Gothic/Ottoman,2,1
Nature,Spring,Central Bosnia,1,Central Bosnia,nature,Modern/Ethno,2,1
History,Spring,Any,1,Sarajevo Region,museum,Ottoman/Austro-Hungarian,2,1
Nature,Summer,Krajina,0,Krajina,hidden gem,Natural/Cultural,1,1
History,Spring,Any,1,Herzegovina,monument,Ottoman,1,1
Quick Stop,Summer,Krajina,1,Northern Bosnia,fortress,Medieval/Ottoman,1,1
Quick Stop,Summer,Northern Bosnia,0,Herzegovina,nature,Modern,2,1
Nature,Winter,Northern Bosnia,1,Central Bosnia,monument,Yugoslavia,1,0
Mystery,Summer,Krajina,1,Herzegovina,hidden gem,Natural,1,1
Nature,Winter,Any,1,Herzegovina,nature,Geological,2,1
History,Winter,Eastern Bosnia,0,Herzegovina,hidden gem,Prehistoric,1,0
History,Summer,Sarajevo Region,1,Sarajevo Region,monument,Yugoslavia,3,1
History,Summer,Eastern Bosnia,0,Central Bosnia,fortress,Medieval,2,1
Nature,Summer,Eastern Bosnia,0,Central Bosnia,traditional village,Traditional,2,0
Nature,Autumn,Any,1,Central Bosnia,monument,Medieval,1,1
History,Summer,Sarajevo Region,1,Central Bosnia,fortress,Medieval,1,1
Mystery,Spring,Any,1,Krajina,nature,Unknown,2,1
Mystery,Winter,Any,1,Northern Bosnia,fortress,Roman/Ottoman,3,0
Quick Stop,Winter,Any,0,Central Bosnia,fortress,Medieval,1,0
Mystery,Summer,Herzegovina,1,Krajina,fortress,Austro-Hungarian,2,0
Nature,Spring,Any,1,Herzegovina,religious,Ottoman,1,1
History,Summer,Any,0,Sarajevo Region,museum,Ottoman,3,1
Mystery,Spring,Herzegovina,1,Central Bosnia,fortress,Medieval,2,0
Quick Stop,Spring,Herzegovina,1,Krajina,fortress,Medieval,1,1
Culture & Urban,Autumn,Any,0,Central Bosnia,nature,Geological,1,1
History,Winter,Northern Bosnia,0,Herzegovina,fortress,Medieval/Ottoman,3,0
Nature,Summer,Eastern Bosnia,1,Herzegovina,monument,Ottoman,2,1
Mystery,Spring,Northern Bosnia,0,Herzegovina,hidden gem,Ancient,1,1
History,Winter,Any,0,Northern Bosnia,archaeological,Roman,1,0
Mystery,Spring,Any,1,Herzegovina,monument,Ottoman,3,1
Mystery,Spring,Northern Bosnia,0,Central Bosnia,religious,Medieval,2,0
Mystery,Winter,Any,0,Sarajevo Region,fortress,Ottoman,3,0
Culture & Urban,Autumn,Any,1,Krajina,fortress,Medieval/Ottoman,1,1
Nature,Winter,Northern Bosnia,0,Eastern Bosnia,monument,Medieval,1,0
Culture & Urban,Winter,Any,1,Sarajevo Region,monument,Ottoman,3,1
Quick Stop,Spring,Eastern Bosnia,0,Krajina,fortress,Medieval,1,0
Quick Stop,Winter,Herzegovina,1,Central Bosnia,nature,Modern,3,0
Culture & Urban,Autumn,Krajina,0,Central Bosnia,monument,Medieval,3,0
History,Summer,Krajina,1,Central Bosnia,museum,Yugoslavia,2,1
Mystery,Autumn,Any,1,Eastern Bosnia,monument,Medieval,1,1
Culture & Urban,Spring,Sarajevo Region,0,Northern Bosnia,fortress,13th century,2,1
Mystery,Winter,Herzegovina,0,Central Bosnia,religious,Medieval,3,0
Culture & Urban,Autumn,Herzegovina,1,Krajina,hidden gem,Natural/Cultural,1,0
History,Spring,Eastern Bosnia,0,Herzegovina,hidden gem,Natural,1,0
History,Winter,Eastern Bosnia,0,Herzegovina,monument,Ottoman,1,0
History,Winter,Any,0,Krajina,fortress,Medieval,1,1
Nature,Winter,Any,1,Krajina,fortress,Austro-Hungarian,2,1
Nature,Summer,Eastern Bosnia,1,Herzegovina,monument,Ottoman,1,0
History,Summer,Any,0,Sarajevo Region,monument,Yugoslavia,3,1
Culture & Urban,Spring,Herzegovina,0,Northern Bosnia,monument,Ottoman,2,1
Nature,Autumn,Herzegovina,0,Krajina,nature,Unknown,3,0
Nature,Winter,Any,1,Herzegovina,nature,Modern,3,1
Quick Stop,Winter,Any,1,Central Bosnia,monument,Ottoman,2,1
History,Winter,Central Bosnia,1,Central Bosnia,other heritage/leisure,Modern,2,1
Culture & Urban,Autumn,Any,1,Central Bosnia,fortress,15th century,1,1
Nature,Spring,Any,0,Central Bosnia,religious,Ottoman,1,1
Mystery,Autumn,Krajina,0,Herzegovina,nature,Modern,2,0
History,Winter,Herzegovina,0,Krajina,nature,Geological,2,0
Nature,Winter,Herzegovina,0,Sarajevo Region,other heritage/leisure,Ottoman/Austro-Hungarian,3,1
Nature,Spring,Krajina,1,Northern Bosnia,religious,Austro-Hungarian,2,0
Quick Stop,Autumn,Central Bosnia,0,Herzegovina,nature,Geological,3,1
History,Winter,Any,1,Central Bosnia,nature,Austro-Hungarian,3,0
Culture & Urban,Summer,Eastern Bosnia,1,Sarajevo Region,museum,Ottoman,3,0
Quick Stop,Summer,Sarajevo Region,1,Central Bosnia,religious,Ottoman,1,1
Nature,Summer,Central Bosnia,0,Northern Bosnia,fortress,Medieval/Ottoman,1,0
History,Autumn,Central Bosnia,1,Central Bosnia,traditional village,Traditional,2,0
Nature,Summer,Any,1,Herzegovina,religious,16th century,2,1
Quick Stop,Autumn,Central Bosnia,1,Sarajevo Region,other heritage/leisure,Austro-Hungarian,3,1
Mystery,Spring,Sarajevo Region,1,Central Bosnia,museum,Austro-Hungarian,2,1
Nature,Spring,Central Bosnia,0,Central Bosnia,nature,Modern,3,1
Quick Stop,Winter,Central Bosnia,1,Krajina,nature,Unknown,3,0
Nature,Summer,Any,1,Herzegovina,religious,Medieval,1,1
Culture & Urban,Winter,Any,0,Eastern Bosnia,religious,Modern,2,1
Mystery,Autumn,Any,1,Krajina,hidden gem,Natural/Cultural,1,1
Culture & Urban,Winter,Any,0,Krajina,nature,Modern,3,0
Nature,Autumn,Sarajevo Region,0,Sarajevo Region,other heritage/leisure,Modern,3,1
Nature,Summer,Eastern Bosnia,1,Northern Bosnia,religious,Ottoman,3,1
Quick Stop,Summer,Herzegovina,0,Krajina,fortress,Medieval,1,1
Mystery,Autumn,Eastern Bosnia,1,Central Bosnia,nature,Modern,2,0
Quick Stop,Spring,Northern Bosnia,1,Central Bosnia,monument,Medieval,3,1
Culture & Urban,Autumn,Sarajevo Region,0,Northern Bosnia,religious,Austro-Hungarian,2,1
Culture & Urban,Summer,Any,1,Herzegovina,monument,Medieval,3,1
Nature,Spring,Northern Bosnia,0,Herzegovina,religious,Ottoman,1,1
Culture & Urban,Spring,Northern Bosnia,0,Sarajevo Region,archaeological,Modern,2,0
Nature,Winter,Any,0,Central Bosnia,religious,16th century,3,1
Nature,Summer,Any,0,Herzegovina,religious,Medieval,1,1
Mystery,Winter,Eastern Bosnia,0,Herzegovina,monument,Medieval,1,0
History,Winter,Northern Bosnia,0,Herzegovina,monument,Medieval,3,1
History,Autumn,Northern Bosnia,0,Central Bosnia,museum,Yugoslavia,2,1
History,Spring,Eastern Bosnia,1,Herzegovina,monument,Ottoman,2,1
Quick Stop,Spring,Krajina,1,Central Bosnia,nature,Modern,2,0
Nature,Autumn,Any,0,Central Bosnia,fortress,Medieval,2,1
History,Spring,Any,0,Central Bosnia,religious,Medieval,3,1
Nature,Winter,Sarajevo Region,0,Herzegovina,museum,Yugoslavia,2,0
Culture & Urban,Autumn,Krajina,1,Central Bosnia,monument,Medieval,1,0
Mystery,Winter,Any,0,Herzegovina,hidden gem,Ancient,1,0
Mystery,Winter,Sarajevo Region,1,Herzegovina,museum,Yugoslavia,2,1
Culture & Urban,Summer,Any,1,Sarajevo Region,religious,Ottoman,3,1
History,Winter,Any,0,Northern Bosnia,fortress,Medieval,1,1
Nature,Summer,Eastern Bosnia,1,Herzegovina,monument,Ottoman,1,0
Mystery,Spring,Sarajevo Region,1,Central Bosnia,monument,Medieval,1,0
Mystery,Spring,Any,0,Central Bosnia,fortress,Ottoman,1,1
History,Spring,Central Bosnia,1,Herzegovina,monument,Ottoman,1,1
History,Autumn,Herzegovina,0,Herzegovina,nature,Unknown,1,1
Nature,Winter,Any,0,Central Bosnia,fortress,Medieval/Ottoman,3,1
Quick Stop,Summer,Eastern Bosnia,0,Sarajevo Region,archaeological,Modern,2,0
Mystery,Autumn,Any,0,Northern Bosnia,fortress,Medieval,1,0
Quick Stop,Spring,Sarajevo Region,0,Central Bosnia,hidden gem,Controversial,2,0
Culture & Urban,Summer,Eastern Bosnia,0,Herzegovina,religious,Ottoman,3,1
Nature,Autumn,Central Bosnia,0,Northern Bosnia,monument,Ottoman,2,1
History,Winter,Any,0,Herzegovina,museum,Yugoslavia,2,1
Culture & Urban,Summer,Herzegovina,0,Herzegovina,religious,Medieval/Ottoman,2,1
History,Spring,Eastern Bosnia,0,Central Bosnia,nature,Modern,3,1
Mystery,Autumn,Krajina,1,Central Bosnia,nature,Modern,2,0
History,Autumn,Central Bosnia,0,Herzegovina,religious,Modern,3,0
Quick Stop,Winter,Herzegovina,1,Herzegovina,museum,Modern,2,1
Quick Stop,Summer,Eastern Bosnia,1,Sarajevo Region,museum,Austro-Hungarian,2,0
Mystery,Summer,Herzegovina,0,Central Bosnia,nature,Modern,1,0
Culture & Urban,Winter,Any,0,Sarajevo Region,museum,Ottoman,2,1
Culture & Urban,Spring,Any,0,Herzegovina,hidden gem,Ottoman,1,1
Culture & Urban,Autumn,Any,0,Herzegovina,hidden gem,Ottoman,1,1
Mystery,Winter,Any,0,Herzegovina,nature,Unknown,1,0
Mystery,Summer,Central Bosnia,1,Herzegovina,museum,Yugoslavia,2,0
Mystery,Spring,Central Bosnia,1,Sarajevo Region,archaeological,Modern,2,1
History,Spring,Herzegovina,1,Herzegovina,nature,Geological,2,1
Mystery,Summer,Northern Bosnia,1,Herzegovina,nature,Geological,3,1
Nature,Spring,Any,0,Herzegovina,museum,Ottoman,2,1
Mystery,Autumn,Central Bosnia,1,Herzegovina,hidden gem,Prehistoric,1,1
Nature,Spring,Any,1,Central Bosnia,monument,Yugoslavia,1,1
Quick Stop,Autumn,Sarajevo Region,0,Herzegovina,nature,Modern,2,0
History,Summer,Any,0,Herzegovina,fortress,Medieval/Ottoman,1,1
Mystery,Winter,Northern Bosnia,1,Herzegovina,monument,Medieval,3,1
Quick Stop,Summer,Any,1,Central Bosnia,religious,Ottoman,2,1
History,Spring,Any,1,Sarajevo Region,monument,Yugoslavia,2,1
Culture & Urban,Autumn,Any,0,Krajina,religious,Gothic/Ottoman,2,1
Nature,Winter,Eastern Bosnia,1,Central Bosnia,fortress,Medieval,1,0
History,Summer,Any,0,Herzegovina,urban heritage,Ottoman,3,1
Mystery,Autumn,Any,0,Central Bosnia,religious,Ottoman,1,0
History,Autumn,Northern Bosnia,0,Herzegovina,hidden gem,Ottoman,1,1
Mystery,Autumn,Any,1,Herzegovina,fortress,Medieval,2,0
Nature,Autumn,Any,1,Central Bosnia,museum,Ottoman,2,1
Quick Stop,Spring,Any,0,Herzegovina,monument,Ottoman,1,1
Nature,Summer,Krajina,0,Central Bosnia,nature,Medieval/Modern,2,0
Quick Stop,Summer,Any,1,Central Bosnia,religious,Medieval,2,0
Culture & Urban,Summer,Central Bosnia,1,Sarajevo Region,museum,Ottoman,2,1
Culture & Urban,Winter,Any,0,Eastern Bosnia,hidden gem,Medieval,1,0
Nature,Autumn,Any,0,Northern Bosnia,religious,Modern,2,1
Mystery,Spring,Herzegovina,1,Central Bosnia,fortress,Medieval,2,1
Nature,Spring,Krajina,1,Herzegovina,nature,Modern,2,0
Culture & Urban,Summer,Any,1,Central Bosnia,nature,Modern,1,1
Culture & Urban,Spring,Any,1,Northern Bosnia,fortress,Medieval/Ottoman,1,1
History,Autumn,Northern Bosnia,1,Central Bosnia,religious,Ottoman,1,1
Culture & Urban,Winter,Any,0,Central Bosnia,fortress,Medieval,1,0
Nature,Autumn,Sarajevo Region,1,Central Bosnia,fortress,Medieval,1,1
Culture & Urban,Spring,Northern Bosnia,1,Central Bosnia,traditional village,Traditional,2,1
Mystery,Autumn,Any,0,Northern Bosnia,religious,Ottoman,2,1
History,Spring,Eastern Bosnia,0,Central Bosnia,nature,Modern,3,1
History,Autumn,Any,0,Sarajevo Region,monument,Yugoslavia,3,1
Nature,Winter,Herzegovina,0,Herzegovina,religious,Medieval,1,1
Quick Stop,Winter,Any,0,Sarajevo Region,other heritage/leisure,Modern,3,1
History,Winter,Any,1,Northern Bosnia,fortress,Medieval/Ottoman,2,1
Nature,Spring,Eastern Bosnia,1,Herzegovina,monument,Medieval,1,1
Mystery,Winter,Eastern Bosnia,1,Herzegovina,nature,Unknown,1,0
Mystery,Autumn,Any,1,Central Bosnia,nature,Unknown,2,1
History,Summer,Herzegovina,1,Herzegovina,monument,Ottoman,1,1
Quick Stop,Autumn,Herzegovina,0,Northern Bosnia,monument,Ottoman,2,1
Culture & Urban,Autumn,Any,0,Central Bosnia,fortress,Medieval,2,0
Culture & Urban,Summer,Any,1,Northern Bosnia,fortress,Medieval/Ottoman,2,1
History,Winter,Any,1,Herzegovina,other heritage/leisure,20th century,3,1
Culture & Urban,Spring,Central Bosnia,1,Krajina,fortress,Medieval,1,1
Quick Stop,Spring,Central Bosnia,0,Sarajevo Region,museum,Ottoman,3,1
Culture & Urban,Spring,Any,0,Central Bosnia,nature,Modern,2,0
Mystery,Autumn,Central Bosnia,1,Krajina,fortress,Medieval,1,0
Quick Stop,Autumn,Central Bosnia,1,Central Bosnia,monument,Roman,2,1
Culture & Urban,Spring,Herzegovina,0,Northern Bosnia,religious,Ottoman,2,1
History,Spring,Krajina,0,Central Bosnia,nature,Modern,2,1
Nature,Autumn,Sarajevo Region,1,Herzegovina,archaeological,14th century,3,0
Quick Stop,Autumn,Any,0,Central Bosnia,religious,Medieval,2,1
Mystery,Autumn,Northern Bosnia,0,Sarajevo Region,museum,Modern,2,0
Mystery,Autumn,Any,1,Central Bosnia,traditional village,Traditional,2,1
History,Spring,Central Bosnia,0,Central Bosnia,monument,Medieval/Modern,2,1
Nature,Winter,Any,0,Krajina,hidden gem,Natural/Cultural,1,0
Nature,Summer,Northern Bosnia,0,Central Bosnia,nature,Unknown,2,1
Nature,Autumn,Krajina,1,Central Bosnia,fortress,Medieval,1,0
Nature,Summer,Krajina,0,Sarajevo Region,archaeological,Ottoman,2,0
History,Winter,Any,1,Northern Bosnia,religious,Austro-Hungarian,1,1
Culture & Urban,Autumn,Any,0,Herzegovina,museum,Modern,2,1
History,Spring,Any,0,Herzegovina,nature,Modern,2,0
Quick Stop,Summer,Krajina,1,Herzegovina,nature,Geological,3,1
History,Autumn,Krajina,1,Central Bosnia,religious,16th century,3,0
History,Spring,Sarajevo Region,1,Krajina,fortress,Medieval,1,1
History,Spring,Herzegovina,0,Northern Bosnia,fortress,Medieval,1,1
Mystery,Summer,Central Bosnia,0,Krajina,hidden gem,Natural/Cultural,1,1
Quick Stop,Autumn,Krajina,0,Herzegovina,monument,Ottoman,3,0
Quick Stop,Spring,Any,0,Krajina,fortress,Austro-Hungarian,2,1
History,Winter,Eastern Bosnia,1,Central Bosnia,nature,Modern,2,0
Culture & Urban,Spring,Krajina,1,Northern Bosnia,monument,Ottoman,2,1
Quick Stop,Summer,Any,0,Central Bosnia,nature,Modern,2,0
History,Summer,Any,1,Central Bosnia,urban heritage,Modern,2,1
Mystery,Winter,Any,1,Herzegovina,fortress,Medieval,2,0
Nature,Spring,Any,1,Sarajevo Region,museum,Austro-Hungarian,3,1
Mystery,Spring,Any,1,Sarajevo Region,monument,Modern,2,1
Nature,Summer,Sarajevo Region,1,Eastern Bosnia,hidden gem,Medieval,1,1
Nature,Summer,Any,0,Central Bosnia,monument,Medieval,1,1
Nature,Autumn,Krajina,1,Krajina,monument,Yugoslavia,2,1
Quick Stop,Summer,Sarajevo Region,1,Herzegovina,hidden gem,Geological,1,1
Nature,Summer,Krajina,0,Central Bosnia,museum,Yugoslavia,2,0
Mystery,Autumn,Central Bosnia,0,Sarajevo Region,other heritage/leisure,Ottoman/Austro-Hungarian,3,0
Mystery,Winter,Herzegovina,0,Central Bosnia,religious,16th century,3,1
History,Summer,Central Bosnia,1,Krajina,fortress,16th-19th century,2,1
Mystery,Summer,Any,1,Central Bosnia,fortress,Medieval,1,1
Nature,Summer,Sarajevo Region,1,Northern Bosnia,fortress,Roman/Ottoman,3,0
Culture & Urban,Spring,Any,1,Central Bosnia,traditional village,Traditional,2,0
Culture & Urban,Spring,Krajina,1,Herzegovina,monument,Ottoman,3,0
Quick Stop,Autumn,Krajina,1,Herzegovina,museum,Modern,1,1
Culture & Urban,Autumn,Eastern Bosnia,0,Sarajevo Region,urban heritage,Modern,3,1
Culture & Urban,Autumn,Any,0,Central Bosnia,hidden gem,Natural/Cultural,1,1
History,Winter,Any,1,Krajina,fortress,16th-19th century,2,1
Nature,Spring,Northern Bosnia,0,Herzegovina,fortress,Medieval/Ottoman,3,0
Nature,Winter,Northern Bosnia,1,Sarajevo Region,museum,Ottoman,3,1
Quick Stop,Winter,Krajina,1,Central Bosnia,nature,Modern,2,0
Nature,Winter,Krajina,0,Herzegovina,monument,Yugoslavia,2,0
Nature,Spring,Any,1,Central Bosnia,nature,Modern,2,0
Quick Stop,Spring,Northern Bosnia,0,Herzegovina,monument,Roman,2,1
Quick Stop,Autumn,Central Bosnia,0,Northern Bosnia,religious,19th century,2,1
Quick Stop,Autumn,Eastern Bosnia,0,Central Bosnia,nature,Modern,2,0
Nature,Summer,Northern Bosnia,1,Central Bosnia,fortress,Medieval,1,1
Nature,Summer,Sarajevo Region,0,Northern Bosnia,fortress,13th century,2,0
Nature,Spring,Eastern Bosnia,1,Herzegovina,traditional village,Medieval,1,0
History,Summer,Any,0,Herzegovina,monument,Ottoman,3,1
Nature,Spring,Eastern Bosnia,0,Herzegovina,museum,Modern,3,0
History,Spring,Sarajevo Region,0,Herzegovina,fortress,Medieval,2,1
Culture & Urban,Spring,Sarajevo Region,1,Herzegovina,religious,Modern,3,1
Mystery,Spring,Krajina,1,Central Bosnia,fortress,Medieval,2,0
History,Autumn,Krajina,1,Central Bosnia,nature,Modern,2,0
Nature,Summer,Sarajevo Region,1,Northern Bosnia,fortress,Medieval/Ottoman,1,1
Mystery,Spring,Any,0,Herzegovina,religious,Medieval/Ottoman,2,1
Quick Stop,Summer,Sarajevo Region,0,Herzegovina,monument,Ottoman,1,1
Mystery,Winter,Any,1,Sarajevo Region,urban heritage,Modern,3,0
Nature,Winter,Any,0,Krajina,fortress,Austro-Hungarian,2,0
Mystery,Spring,Northern Bosnia,1,Central Bosnia,nature,Geological,1,1
Nature,Summer,Any,0,Northern Bosnia,fortress,18th century,2,1
Quick Stop,Spring,Any,1,Central Bosnia,monument,Medieval,1,1
Nature,Summer,Any,1,Krajina,nature,Unknown,3,1
Quick Stop,Summer,Any,0,Sarajevo Region,religious,Ottoman,2,1
History,Autumn,Herzegovina,1,Central Bosnia,hidden gem,Medieval/Ottoman,1,0
History,Winter,Any,1,Northern Bosnia,religious,19th century,2,1
History,Autumn,Krajina,1,Central Bosnia,nature,Geological,1,0
Mystery,Summer,Any,1,Herzegovina,urban heritage,Ottoman,3,1
Nature,Spring,Eastern Bosnia,1,Central Bosnia,fortress,Ottoman,1,1
